 CO-INDEX ARRAY (BEFORE SORTING)
          Index   Time          Heuristic Value
           1  1.5000105E-02           0
           2  1.3000011E-02           0
           3  1.4999866E-02           0
 CO-INDEX ARRAY (AFTER SORTING)
          Index   Time          Heuristic Value
           2  1.3000011E-02           0
           3  1.4999866E-02           0
           1  1.5000105E-02           0
