 CO-INDEX ARRAY (BEFORE SORTING)
          Index   Time          Heuristic Value
           1  2.9997826E-03           0
           2  3.0002594E-03           0
           3  7.9998970E-03           0
 CO-INDEX ARRAY (AFTER SORTING)
          Index   Time          Heuristic Value
           1  2.9997826E-03           0
           2  3.0002594E-03           0
           3  7.9998970E-03           0
