 CO-INDEX ARRAY (BEFORE SORTING)
          Index   Time          Heuristic Value
           1  6.0000420E-03           0
           2  8.0003738E-03           0
           3  1.2000084E-02           0
 CO-INDEX ARRAY (AFTER SORTING)
          Index   Time          Heuristic Value
           1  6.0000420E-03           0
           2  8.0003738E-03           0
           3  1.2000084E-02           0
