 CO-INDEX ARRAY (BEFORE SORTING)
          Index   Time          Heuristic Value
           1  1.5999794E-02           0
           2  1.8000603E-02           0
           3  1.8000603E-02           0
 CO-INDEX ARRAY (AFTER SORTING)
          Index   Time          Heuristic Value
           1  1.5999794E-02           0
           3  1.8000603E-02           0
           2  1.8000603E-02           0
