 CO-INDEX ARRAY (BEFORE SORTING)
          Index   Time          Heuristic Value
           1  9.9997520E-03           0
           2  1.2000084E-02           0
           3  1.0000229E-02           0
 CO-INDEX ARRAY (AFTER SORTING)
          Index   Time          Heuristic Value
           1  9.9997520E-03           0
           3  1.0000229E-02           0
           2  1.2000084E-02           0
