 CO-INDEX ARRAY (BEFORE SORTING)
          Index   Time          Heuristic Value
           1  1.0999680E-02           0
           2  1.0000229E-02           0
           3  9.9992752E-03           0
 CO-INDEX ARRAY (AFTER SORTING)
          Index   Time          Heuristic Value
           3  9.9992752E-03           0
           2  1.0000229E-02           0
           1  1.0999680E-02           0
